time_interval_authentication (us),time_interval_association (us),time_interval_eapol_first (us),time_interval_eapol_second (us)
16369.819641113281,119118.69049072266,283098.2208251953,302968.02520751953
14913.082122802734,97522.73559570312,292763.71002197266,308110.71395874023
27527.809143066406,106756.68716430664,276439.1899108887,289254.18853759766
13153.553009033203,69305.8967590332,253767.9672241211,269110.20278930664
22768.97430419922,87687.96920776367,291893.48220825195,294251.4419555664
38866.99676513672,59640.40756225586,207016.4680480957,330359.93576049805
15432.83462524414,102572.44110107422,245840.54946899414,304007.53021240234
14233.589172363281,116817.95120239258,321218.96743774414,244638.91983032227
18894.672393798828,105664.73007202148,301744.9378967285,285911.56005859375
22068.023681640625,102713.10806274414,283951.7593383789,270037.6510620117
8730.888366699219,81861.01913452148,308012.9623413086,306909.08432006836
95.367431640625,105290.41290283203,274257.6599121094,621669.2924499512
