seq_num, beacon_timestamp, beacon_interval (us), timestamp_deviation (us)
85,60452566539,111748,-9348
86,60452659988,93449,8951
87,60452777445,117457,-15057
88,60452864903,87458,14942
89,60452968230,103327,-927
90,60453098675,130445,-28045
91,60453172329,73654,28746
92,60453274407,102078,322
93,60453376807,102400,0
94,60453526955,150148,-47748
97,60453687606,101666,734
98,60453795277,107671,-5271
99,60453895294,100017,2383
100,60453994391,99097,3303
101,60454101260,106869,-4469
102,60454197037,95777,6623
103,60454302303,105266,-2866
104,60454400798,98495,3905
105,60454506916,106118,-3718
106,60454621579,114663,-12263
110,60454839846,123281,-20881
111,60454925249,85403,16997
112,60455016038,90789,11611
116,60455323805,98711,3689
117,60455449321,125516,-23116
118,60455532194,82873,19527
119,60455639530,107336,-4936
120,60455732018,92488,9912
121,60455834437,102419,-19
122,60455937828,103391,-991
123,60456041052,103224,-824
124,60456141757,100705,1695
125,60456244022,102265,135
126,60456377605,133583,-31183
127,60456448824,71219,31181
128,60456569219,120395,-17995
129,60456678106,108887,-6487
130,60456756018,77912,24488
131,60456858005,101987,413
132,60456960828,102823,-423
149,60457575276,63320,39080
156,60457985142,84557,17843
157,60458107483,122341,-19941
158,60458189648,82165,20235
159,60458292218,102570,-170
160,60458436023,143805,-41405
163,60458606486,109620,-7220
169,60458813106,111454,-9054
175,60459111319,85234,17166
178,60459331956,118004,-15604
179,60459418494,86538,15862
180,60459520868,102374,26
187,60459829853,100612,1788
188,60459935456,105603,-3203
189,60460083252,147796,-45396
190,60460158019,74767,27633
191,60460238598,80579,21821
192,60460339591,100993,1407
193,60460442650,103059,-659
197,60460655503,110076,-7676
200,60460877491,114686,-12286
213,60461214893,155581,-53181
214,60461267695,52802,49598
215,60461364056,96361,6039
216,60461468844,104788,-2388
217,60461569923,101079,1321
218,60461688329,118406,-16006
219,60461778156,89827,12573
220,60461883003,104847,-2447
221,60462026347,143344,-40944
222,60462081232,54885,47515
223,60462191947,110715,-8315
224,60462285673,93726,8674
225,60462407540,121867,-19467
226,60462510370,102830,-430
227,60462592866,82496,19904
228,60462713082,120216,-17816
229,60462822361,109279,-6879
238,60463207271,102275,125
239,60463334472,127201,-24801
240,60463415823,81351,21049
241,60463514806,98983,3417
252,60464348364,113169,-10769
257,60464642291,101704,696
258,60464756648,114357,-11957
259,60464845712,89064,13336
260,60464948498,102786,-386
261,60465052676,104178,-1778
262,60465152888,100212,2188
263,60465255289,102401,-1
264,60465357689,102400,0
265,60465460293,102604,-204
266,60465563495,103202,-802
271,60465972112,83942,18458
282,60466689858,102420,-20
283,60466801837,111979,-9579
284,60466893711,91874,10526
285,60467026556,132845,-30445
291,60467201845,81426,20974
292,60467307670,105825,-3425
293,60467410183,102513,-113
296,60467617407,105470,-3070
297,60467712927,95520,6880
298,60467815310,102383,17
299,60467917206,101896,504
300,60468020130,102924,-524
307,60468331120,99959,2441
308,60468442117,110997,-8597
309,60468556836,114719,-12319
310,60468653404,96568,5832
313,60468844467,83097,19303
314,60469049641,205174,-102774
319,60469252158,104644,-2244
320,60469394381,142223,-39823
321,60469455260,60879,41521
338,60470067602,99421,2979
339,60470174915,107313,-4913
340,60470277283,102368,32
341,60470375057,97774,4626
342,60470509891,134834,-32434
343,60470580618,70727,31673
349,60470912118,120751,-18351
350,60471016013,103895,-1495
351,60471092786,76773,25627
352,60471197446,104660,-2260
359,60471613905,103409,-1009
360,60471736547,122642,-20242
361,60471809243,72696,29704
362,60471927357,118114,-15714
363,60472035753,108396,-5996
364,60472116173,80420,21980
365,60472218605,102432,-32
366,60472320948,102343,57
367,60472423366,102418,-18
368,60472535051,111685,-9285
369,60472652483,117432,-15032
370,60472732477,79994,22406
371,60472848174,115697,-13297
375,60473140163,99495,2905
376,60473254731,114568,-12168
377,60473359932,105201,-2801
380,60473666510,110081,-7681
387,60473965860,108586,-6186
394,60474279914,115437,-13037
395,60474368974,89060,13340
396,60474471457,102483,-83
402,60474778595,102410,-10
406,60474983379,93508,8892
407,60475086860,103481,-1081
408,60475217707,130847,-28447
409,60475290913,73206,29194
412,60475510405,102620,-220
413,60475598603,88198,14202
419,60476029402,119460,-17060
420,60476110628,81226,21174
421,60476212289,101661,739
424,60476416402,96614,5786
425,60476536639,120237,-17837
426,60476621793,85154,17246
427,60476729347,107554,-5154
428,60476838642,109295,-6895
433,60477133797,88407,13993
434,60477256159,122362,-19962
435,60477355524,99365,3035
436,60477462637,107113,-4713
437,60477591841,129204,-26804
438,60477650330,58489,43911
439,60477751712,101382,1018
440,60477878143,126431,-24031
441,60477953052,74909,27491
442,60478102853,149801,-47401
443,60478170182,67329,35071
444,60478266811,96629,5771
445,60478371800,104989,-2589
446,60478567723,195923,-93523
447,60478671725,104002,-1602
448,60478809181,137456,-35056
449,60478889991,80810,21590
450,60478996106,106115,-3715
455,60479285068,103245,-845
456,60479410049,124981,-22581
463,60479697999,106233,-3833
470,60480001021,65435,36965
471,60480109300,108279,-5879
474,60480333792,102897,-497
475,60480414822,81030,21370
480,60480830793,112137,-9737
481,60480922664,91871,10529
482,60481025879,103215,-815
506,60481753153,113700,-11300
507,60481844278,91125,11275
511,60482065426,117962,-15562
512,60482151806,86380,16020
513,60482272062,120256,-17856
514,60482356931,84869,17531
520,60482663589,90308,12092
521,60482765844,102255,145
522,60482870889,105045,-2645
523,60482973154,102265,135
524,60483078975,105821,-3421
528,60483382724,101933,467
529,60483513356,130632,-28232
530,60483585850,72494,29906
531,60483692712,106862,-4462
532,60483789919,97207,5193
533,60483892271,102352,48
534,60483996157,103886,-1486
535,60484101914,105757,-3357
536,60484208061,106147,-3747
537,60484305286,97225,5175
538,60484404388,99102,3298
541,60484609077,98598,3802
542,60484711666,102589,-189
543,60484816261,104595,-2195
544,60484954259,137998,-35598
545,60485018968,64709,37691
546,60485127544,108576,-6176
547,60485248495,120951,-18551
548,60485325856,77361,25039
549,60485438610,112754,-10354
550,60485530990,92380,10020
561,60485947530,109660,-7260
564,60486145072,101573,827
565,60486251225,106153,-3753
571,60486657094,61542,40858
572,60486759630,102536,-136
573,60486861869,102239,161
574,60486965799,103930,-1530
575,60487065991,100192,2208
576,60487182750,116759,-14359
585,60487476274,101994,406
586,60487579425,103151,-751
589,60487784585,101786,614
590,60487895377,110792,-8392
591,60487988288,92911,9489
596,60488295489,102376,24
597,60488401113,105624,-3224
598,60488510526,109413,-7013
599,60488604968,94442,7958
605,60489012388,101287,1113
606,60489115501,103113,-713
607,60489217116,101615,785
608,60489337582,120466,-18066
613,60489626692,99844,2556
614,60489729102,102410,-10
615,60489831517,102415,-15
616,60489958966,127449,-25049
621,60490247953,109256,-6856
622,60490344373,96420,5980
626,60490593053,142063,-39663
627,60490650813,57760,44640
628,60490753139,102326,74
629,60490856846,103707,-1307
630,60490979635,122789,-20389
631,60491065060,85425,16975
632,60491163463,98403,3997
633,60491268835,105372,-2972
634,60491369076,100241,2159
635,60491510543,141467,-39067
636,60491572308,61765,40635
637,60491674727,102419,-19
638,60491783718,108991,-6591
648,60492083591,77063,25337
649,60492188921,105330,-2930
659,60492614821,103094,-694
660,60492722906,108085,-5685
661,60492802116,79210,23190
662,60492928764,126648,-24248
666,60493115653,109714,-7314
667,60493255541,139888,-37488
668,60493314325,58784,43616
673,60493529989,99506,2894
679,60493842267,100872,1528
680,60493927546,85279,17121
681,60494051137,123591,-21191
684,60494244086,107440,-5040
685,60494337159,93073,9327
693,60494746744,102392,8
694,60494858017,111273,-8873
695,60494951555,93538,8862
698,60495165880,111915,-9515
699,60495258739,92859,9541
700,60495361478,102739,-339
704,60495783187,114826,-12426
705,60495875830,92643,9757
706,60495978645,102815,-415
707,60496077946,99301,3099
708,60496181089,103143,-743
709,60496282775,101686,714
710,60496425275,142500,-40100
711,60496511709,86434,15966
712,60496591410,79701,22699
713,60496691597,100187,2213
714,60496794752,103155,-755
715,60496921542,126790,-24390
716,60497000262,78720,23680
717,60497101999,101737,663
720,60497306774,79568,22832
721,60497410940,104166,-1766
722,60497528484,117544,-15144
739,60498229513,103532,-1132
740,60498348783,119270,-16870
745,60498638282,82257,20143
746,60498740377,102095,305
747,60498847582,107205,-4805
750,60499047628,101985,415
751,60499150673,103045,-645
752,60499253094,102421,-21
753,60499354783,101689,711
778,60500391687,116083,-13683
784,60500794761,108035,-5635
791,60501096303,102416,-16
792,60501197193,100890,1510
793,60501317209,120016,-17616
794,60501426009,108800,-6400
801,60501914877,95858,6542
802,60502017223,102346,54
803,60502119606,102383,17
804,60502229089,109483,-7083
805,60502324416,95327,7073
806,60502426934,102518,-118
807,60502529218,102284,116
810,60502837366,90488,11912
811,60502938927,101561,839
812,60503041231,102304,96
813,60503144263,103032,-632
814,60503245217,100954,1446
815,60503373298,128081,-25681
818,60503717125,149885,-47485
819,60503757200,40075,62325
820,60503860523,103323,-923
821,60503962835,102312,88
827,60504210974,144148,-41748
838,60504577217,102091,309
839,60504716035,138818,-36418
840,60504783990,67955,34445
841,60504891437,107447,-5047
846,60505216480,126613,-24213
847,60505294050,77570,24830
848,60505397118,103068,-668
852,60505604088,104558,-2158
853,60505704277,100189,2211
854,60505810480,106203,-3803
855,60505908455,97975,4425
856,60506016214,107759,-5359
857,60506122951,106737,-4337
863,60506420460,102244,156
864,60506543014,122554,-20154
865,60506631737,88723,13677
866,60506728254,96517,5883
867,60506832186,103932,-1532
868,60506932446,100260,2140
874,60507240274,99894,2506
875,60507342040,101766,634
876,60507454808,112768,-10368
877,60507560568,105760,-3360
878,60507660369,99801,2599
879,60507766860,106491,-4091
880,60507854045,87185,15215
881,60507963636,109591,-7191
882,60508058864,95228,7172
883,60508160396,101532,868
884,60508315455,155059,-52659
885,60508377475,62020,40380
886,60508469073,91598,10802
887,60508576787,107714,-5314
888,60508676773,99986,2414
889,60508804273,127500,-25100
890,60508878071,73798,28602
891,60508980481,102410,-10
892,60509094408,113927,-11527
893,60509185989,91581,10819
894,60509292540,106551,-4151
902,60509596268,104643,-2243
910,60509807166,107398,-4998
911,60509926874,119708,-17308
912,60510005057,78183,24217
913,60510106863,101806,594
914,60510215447,108584,-6184
919,60510516494,93059,9341
924,60510721278,83511,18889
925,60510824132,102854,-454
945,60511335757,101862,538
946,60511438132,102375,25
947,60511558642,120510,-18110
950,60511749018,101503,897
951,60511848019,99001,3399
954,60512052651,99330,3070
955,60512154908,102257,143
956,60512274707,119799,-17399
962,60512787129,120244,-17844
963,60512871711,84582,17818
964,60512974087,102376,24
965,60513076847,102760,-360
966,60513178898,102051,349
967,60513281459,102561,-161
968,60513384032,102573,-173
969,60513510839,126807,-24407
970,60513588542,77703,24697
971,60513690920,102378,22
972,60513819316,128396,-25996
973,60513895761,76445,25955
974,60514000572,104811,-2411
975,60514101110,100538,1862
976,60514214072,112962,-10562
977,60514305383,91311,11089
978,60514426593,121210,-18810
979,60514514396,87803,14597
980,60514614017,99621,2779
981,60514716461,102444,-44
982,60514818935,102474,-74
987,60515041618,121226,-18826
988,60515124514,82896,19504
992,60515329883,103886,-1486
993,60515432513,102630,-230
996,60515638079,84338,18062
997,60515746640,108561,-6161
1005,60516049430,100223,2177
1006,60516156826,107396,-4996
1007,60516250942,94116,8284
1008,60516354058,103116,-716
1009,60516459350,105292,-2892
1010,60516582120,122770,-20370
1011,60516660518,78398,24002
1014,60516967864,98460,3940
1015,60517091006,123142,-20742
1016,60517193575,102569,-169
1017,60517300082,106507,-4107
1018,60517377324,77242,25158
1019,60517511219,133895,-31495
1020,60517597258,86039,16361
1027,60518003386,96968,5432
1028,60518094157,90771,11629
1029,60518197204,103047,-647
1030,60518298941,101737,663
1031,60518401333,102392,8
1032,60518514652,113319,-10919
1033,60518607931,93279,9121
1034,60518710050,102119,281
1039,60519219593,95881,6519
1040,60519329762,110169,-7769
1045,60519766823,117145,-14745
1046,60519847883,81060,21340
1047,60519978167,130284,-27884
1048,60520039773,61606,40794
1049,60520142165,102392,8
1050,60520245961,103796,-1396
1069,60521165209,100528,1872
1070,60521269099,103890,-1490
1071,60521371626,102527,-127
1074,60521579909,69912,32488
1075,60521688604,108695,-6295
1076,60521781108,92504,9896
1077,60521887288,106180,-3780
1096,60522805443,103274,-874
1097,60522914575,109132,-6732
1098,60523025171,110596,-8196
1099,60523111799,86628,15772
1100,60523218474,106675,-4275
1101,60523316601,98127,4273
1105,60523523417,102673,-273
1106,60523633556,110139,-7739
1107,60523750926,117370,-14970
1108,60523886506,135580,-33180
1109,60523949118,62612,39788
1110,60524033884,84766,17634
1117,60524342778,85674,16726
1118,60524443010,100232,2168
1119,60524545516,102506,-106
1120,60524663827,118311,-15911
1121,60524749191,85364,17036
1122,60524855364,106173,-3773
1123,60524963360,107996,-5596
1124,60525057413,94053,8347
1125,60525184503,127090,-24690
1126,60525267816,83313,19087
1127,60525375951,108135,-5735
1128,60525570161,194210,-91810
1129,60525671803,101642,758
1130,60525774235,102432,-32
1131,60525876595,102360,40
1132,60525979885,103290,-890
1138,60526387591,50853,51547
1147,60526697756,104070,-1670
1148,60526798776,101020,1380
1154,60527026868,125593,-23193
1155,60527110708,83840,18560
1156,60527215309,104601,-2201
1157,60527323691,108382,-5982
1165,60527718804,83933,18467
1166,60527822221,103417,-1017
1167,60527932532,110311,-7911
1168,60528031450,98918,3482
1169,60528136680,105230,-2830
1170,60528232328,95648,6752
1182,60528846628,90602,11798
1183,60528954464,107836,-5436
1184,60529051084,96620,5780
1185,60529154235,103151,-751
1186,60529277167,122932,-20532
1187,60529384094,106927,-4527
1188,60529460652,76558,25842
1189,60529563514,102862,-462
1193,60529769952,101591,809
1194,60529889049,119097,-16697
1195,60529976157,87108,15292
1198,60530184416,106654,-4254
1199,60530279955,95539,6861
1200,60530388689,108734,-6334
1208,60530897261,102454,-54
1209,60530996638,99377,3023
1210,60531099066,102428,-28
1211,60531203308,104242,-1842
1212,60531309657,106349,-3949
1213,60531405203,95546,6854
1216,60531635722,125786,-23386
1217,60531734252,98530,3870
1218,60531840706,106454,-4054
1219,60531918255,77549,24851
1220,60532020674,102419,-19
1221,60532130320,109646,-7246
1224,60532340230,102751,-351
1225,60532430303,90073,12327
1226,60532532669,102366,34
1227,60532649913,117244,-14844
1228,60532738599,88686,13714
1229,60532840667,102068,332
1230,60532961468,120801,-18401
1250,60533659235,102567,-167
1251,60533761461,102226,174
1252,60533865750,104289,-1889
1255,60534071144,102359,41
1256,60534172422,101278,1122
1259,60534387082,113705,-11305
1260,60534518250,131168,-28768
1265,60534683087,99507,2893
1277,60535399877,102341,59
1278,60535507916,108039,-5639
1281,60535706519,101824,576
1282,60535809523,103004,-604
1285,60536014280,76009,26391
1286,60536117192,102912,-512
1287,60536233872,116680,-14280
1288,60536356589,122717,-20317
1291,60536530820,98601,3799
1292,60536665131,134311,-31911
1293,60536748406,83275,19125
1296,60536935915,99254,3146
1297,60537038315,102400,0
1298,60537140828,102513,-113
1299,60537243519,102691,-291
1300,60537346391,102872,-472
1301,60537448317,101926,474
1309,60537755858,99627,2773
1310,60537869113,113255,-10855
1311,60537959955,90842,11558
1312,60538062324,102369,31
1313,60538181281,118957,-16557
1314,60538267126,85845,16555
1315,60538390209,123083,-20683
1316,60538595144,204935,-102535
1317,60538694386,99242,3158
1318,60538782976,88590,13810
1319,60538881566,98590,3810
1320,60538982896,101330,1070
1321,60539094665,111769,-9369
1322,60539202932,108267,-5867
1327,60539510858,100933,1467
1328,60539606847,95989,6411
1329,60539736541,129694,-27294
1330,60539805413,68872,33528
1331,60539905539,100126,2274
1356,60540830023,105304,-2904
1357,60540938245,108222,-5822
1358,60541036959,98714,3686
1378,60541572645,131111,-28711
1379,60541670094,97449,4951
1385,60541956458,105329,-2929
1386,60542055948,99490,2910
1393,60542572971,171638,-69238
1394,60542679605,106634,-4234
1397,60542875712,102976,-576
1398,60542990913,115201,-12801
1399,60543079957,89044,13356
1400,60543182349,102392,8
1401,60543290878,108529,-6129
1409,60543697173,100406,1994
1410,60543826227,129054,-26654
1411,60543901229,75002,27398
1412,60544006477,105248,-2848
1413,60544128497,122020,-19620
1414,60544206725,78228,24172
1422,60544618264,104635,-2235
1423,60544718718,100454,1946
1424,60544820762,102044,356
1425,60544926239,105477,-3077
1426,60545046995,120756,-18356
1427,60545127974,80979,21421
1428,60545236120,108146,-5746
1429,60545332785,96665,5735
1430,60545435564,102779,-379
1431,60545538390,102826,-426
1432,60545642601,104211,-1811
1433,60545744629,102028,372
1436,60545948304,103542,-1142
1437,60546089490,141186,-38786
1438,60546150800,61310,41090
1439,60546293455,142655,-40255
1444,60546561577,102249,151
1445,60546667901,106324,-3924
1456,60546971241,102623,-223
1463,60547278721,99763,2637
1464,60547383808,105087,-2687
1467,60547589685,78842,23558
1474,60548097820,100927,1473
1475,60548202252,104432,-2032
1476,60548308949,106697,-4297
1477,60548404792,95843,6557
1478,60548514211,109419,-7019
1479,60548609594,95383,7017
1482,60548917323,101006,1394
1485,60549131363,111702,-9302
1486,60549223999,92636,9764
1487,60549337448,113449,-11049
1492,60549531562,98959,3441
1493,60549633612,102050,350
1498,60549941904,99878,2522
1499,60550043528,101624,776
1500,60550145744,102216,184
1501,60550248957,103213,-813
1504,60550453135,100156,2244
1507,60550776598,120207,-17807
1508,60550882642,106044,-3644
1509,60550970224,87582,14818
1510,60551067215,96991,5409
1511,60551190438,123223,-20823
1512,60551272112,81674,20726
1513,60551394941,122829,-20429
1514,60551510916,115975,-13575
1515,60551579210,68294,34106
1516,60551734691,155481,-53081
1517,60551787864,53173,49227
1518,60551945353,157489,-55089
1519,60552009261,63908,38492
1520,60552109571,100310,2090
1527,60552420113,106215,-3815
1542,60552910421,74464,27936
1543,60553012822,102401,-1
1544,60553131032,118210,-15810
1545,60553217651,86619,15781
1548,60553428255,66298,36102
1549,60553574075,145820,-43420
1554,60553748647,120774,-18374
1561,60554140696,103544,-1144
1562,60554241816,101120,1280
1565,60554446434,77944,24456
1566,60554557076,110642,-8242
1567,60554695426,138350,-35950
1575,60554958489,101466,934
1576,60555060839,102350,50
1577,60555163258,102419,-19
1578,60555278194,114936,-12536
1579,60555385355,107161,-4761
1584,60555675302,102441,-41
1587,60555880073,102351,49
1588,60555996750,116677,-14277
1589,60556103145,106395,-3995
1590,60556187570,84425,17975
1591,60556289667,102097,303
1592,60556407353,117686,-15286
1593,60556514259,106906,-4506
1594,60556596870,82611,19789
1597,60556801671,96008,6392
1598,60556909765,108094,-5694
1599,60557013280,103515,-1115
1600,60557108940,95660,6740
1601,60557211666,102726,-326
1602,60557313658,101992,408
1603,60557417479,103821,-1421
1604,60557518459,100980,1420
1605,60557622361,103902,-1502
1623,60558341863,106579,-4179
1626,60558668484,126016,-23616
1633,60559056386,104297,-1897
1634,60559156949,100563,1837
1635,60559259292,102343,57
1638,60559568395,204805,-102405
1646,60559882323,110323,-7923
1647,60559988499,106176,-3776
1651,60560210896,130239,-27839
1652,60560294536,83640,18760
1653,60560415944,121408,-19008
1658,60560693305,102820,-420
1659,60560796030,102725,-325
1660,60560898516,102486,-86
1661,60561002716,104200,-1800
1662,60561121362,118646,-16246
1663,60561220794,99432,2968
1664,60561306467,85673,16727
1665,60561413919,107452,-5052
1666,60561513801,99882,2518
1667,60561620550,106749,-4349
1671,60561820012,101375,1025
1675,60562128400,104294,-1894
1678,60562366432,137506,-35106
1679,60562434730,68298,34102
1680,60562555961,121231,-18831
1681,60562677301,121340,-18940
1682,60562740912,63611,38789
1683,60562845825,104913,-2513
1684,60562970094,124269,-21869
1685,60563053472,83378,19022
1686,60563152689,99217,3183
1687,60563259073,106384,-3984
1688,60563373387,114314,-11914
1689,60563561943,188556,-86156
1690,60563694133,132190,-29790
1691,60563765098,70965,31435
1692,60563876735,111637,-9237
1693,60563970497,93762,8638
1702,60564379393,97484,4916
1706,60564686537,77971,24429
1707,60564788947,102410,-10
1708,60564904803,115856,-13456
1709,60565026700,121897,-19497
1710,60565096455,69755,32645
1711,60565203875,107420,-5020
1720,60565511053,107689,-5289
1723,60565710615,52951,49449
1724,60565812938,102323,77
1725,60565932833,119895,-17495
1728,60566147467,129586,-27186
1729,60566221209,73742,28658
1730,60566342900,121691,-19291
1738,60566734536,102291,109
1750,60567144226,101041,1359
1761,60567768998,99374,3026
1764,60568082218,106387,-3987
1765,60568173010,90792,11608
1770,60568494965,121522,-19122
1771,60568601318,106353,-3953
1772,60568715336,114018,-11618
1773,60568782563,67227,35173
1774,60568885084,102521,-121
1778,60569192184,102437,-37
1779,60569294611,102427,-27
1784,60569601875,90872,11528
1785,60569720567,118692,-16292
1786,60569806594,86027,16373
1787,60569911955,105361,-2961
1788,60570011394,99439,2961
1789,60570112390,100996,1404
1790,60570217376,104986,-2586
1791,60570344866,127490,-25090
1792,60570420976,76110,26290
1793,60570546877,125901,-23501
1794,60570627014,80137,22263
1795,60570732072,105058,-2658
1796,60570874701,142629,-40229
1797,60570933357,58656,43744
1798,60571048924,115567,-13167
1799,60571138087,89163,13237
1829,60571956998,99585,2815
1834,60572275643,113678,-11278
1841,60572878606,90174,12226
1842,60572994766,116160,-13760
1843,60573116337,121571,-19171
1844,60573185790,69453,32947
1845,60573294614,108824,-6424
1856,60574005035,102421,-21
1859,60574239053,131052,-28652
1860,60574312532,73479,28921
1861,60574413781,101249,1151
1862,60574517028,103247,-847
1863,60574617993,100965,1435
1864,60574738588,120595,-18195
1865,60574831762,93174,9226
1866,60574950871,119109,-16709
1867,60575029024,78153,24247
1868,60575131467,102443,-43
1873,60575437191,100642,1758
1874,60575546515,109324,-6924
1875,60575694078,147563,-45163
1876,60575750637,56559,45841
1877,60575848389,97752,4648
1878,60575968494,120105,-17705
1879,60576053041,84547,17853
1880,60576158811,105770,-3370
1894,60576667508,94104,8296
1899,60576987136,111945,-9545
1900,60577094466,107330,-4930
1901,60577178641,84175,18225
1902,60577299827,121186,-18786
1911,60577606389,99328,3072
1917,60577904676,108168,-5768
1927,60578514430,107621,-5221
1940,60579238278,88640,13760
1941,60579343401,105123,-2723
1945,60579657678,121923,-19523
1948,60579847195,45624,56776
1949,60579968509,121314,-18914
1950,60580083733,115224,-12824
1951,60580149048,65315,37085
1952,60580251807,102759,-359
1953,60580354035,102228,172
1954,60580456501,102466,-66
1955,60580558748,102247,153
1956,60580669609,110861,-8461
1959,60580968894,99010,3390
1960,60581088814,119920,-17520
1961,60581201709,112895,-10495
1962,60581275458,73749,28651
1963,60581377731,102273,127
1964,60581511120,133389,-30989
1965,60581582669,71549,30851
1966,60581685088,102419,-19
1967,60581787489,102401,-1
1968,60581889428,101939,461
1969,60582036444,147016,-44616
1989,60582714462,107784,-5384
1990,60582810003,95541,6859
1991,60582913890,103887,-1487
1996,60583274571,155292,-52892
2001,60583535569,104158,-1758
2002,60583631889,96320,6080
2003,60583759295,127406,-25006
2004,60583835479,76184,26216
2014,60584245262,102580,-180
2015,60584355734,110472,-8072
2020,60584552363,94763,7637
2021,60584654908,102545,-145
2029,60584961949,102143,257
2030,60585064610,102661,-261
2031,60585166708,102098,302
2032,60585269091,102383,17
2039,60585681001,101930,470
2040,60585781219,100218,2182
2043,60585993899,82947,19453
2044,60586090995,97096,5304
2045,60586192779,101784,616
2046,60586293799,101020,1380
2047,60586406558,112759,-10359
2048,60586497950,91392,11008
2049,60586600329,102379,21
2050,60586713613,113284,-10884
2051,60586805427,91814,10586
2052,60586911128,105701,-3301
2053,60587011591,100463,1937
2054,60587112443,100852,1548
2055,60587248339,135896,-33496
2056,60587319648,71309,31091
2057,60587423014,103366,-966
2058,60587545543,122529,-20129
2059,60587624311,78768,23632
2062,60587833935,94100,8300
2069,60588033369,85494,16906
2078,60588341126,77619,24781
2079,60588451727,110601,-8201
2082,60588671764,106689,-4289
2083,60588751052,79288,23112
2084,60588853148,102096,304
2085,60588994461,141313,-38913
2086,60589057932,63471,38929
2087,60589160962,103030,-630
2088,60589261867,100905,1495
2089,60589380247,118380,-15980
2090,60589479318,99071,3329
2091,60589569920,90602,11798
2092,60589672443,102523,-123
2093,60589792230,119787,-17387
2094,60589877477,85247,17153
2097,60590081950,82607,19793
2098,60590188924,106974,-4574
2099,60590287056,98132,4268
2100,60590394082,107026,-4626
2101,60590511136,117054,-14654
2107,60590797200,94230,8170
2108,60590901138,103938,-1538
2109,60591014404,113266,-10866
2110,60591135453,121049,-18649
2111,60591208617,73164,29236
2112,60591326431,117814,-15414
2113,60591412161,85730,16670
2114,60591514111,101950,450
2115,60591641281,127170,-24770
2116,60591720372,79091,23309
2117,60591846873,126501,-24101
2118,60591925147,78274,24126
2119,60592035848,110701,-8301
2123,60592349279,116902,-14502
2124,60592437169,87890,14510
2129,60592846755,102401,-1
2132,60593051565,102382,18
2139,60593359105,90251,12149
2140,60593462002,102897,-497
2148,60593666493,78810,23590
2149,60593828252,161759,-59359
2152,60593971602,100821,1579
2155,60594177966,95920,6480
2158,60594382802,102417,-17
2159,60594511740,128938,-26538
2160,60594587596,75856,26544
2161,60594703474,115878,-13478
2162,60594792694,89220,13180
2163,60594908746,116052,-13652
2170,60595202001,78312,24088
2171,60595345649,143648,-41248
2172,60595417440,71791,30609
2173,60595523687,106247,-3847
2178,60595816702,102714,-314
2179,60595918807,102105,295
2180,60596084363,165556,-63156
2181,60596123609,39246,63154
2186,60596330233,86324,16076
2189,60596649511,116317,-13917
2190,60596738005,88494,13906
2191,60596865192,127187,-24787
2192,60596942798,77606,24794
2193,60597045217,102419,-19
2198,60597251516,88882,13518
2199,60597370729,119213,-16813
2200,60597454995,84266,18134
2201,60597557203,102208,192
2202,60597657991,100788,1612
2203,60597762005,104014,-1614
2204,60597875674,113669,-11269
2205,60598012533,136859,-34459
2206,60598069567,57034,45366
2207,60598171626,102059,341
2208,60598286418,114792,-12392
2209,60598381366,94948,7452
2210,60598511663,130297,-27897
2211,60598636555,124892,-22492
2212,60598689671,53116,49284
2213,60598786152,96481,5919
2214,60598913711,127559,-25159
2215,60598997705,83994,18406
2216,60599093225,95520,6880
2217,60599195626,102401,-1
2218,60599298018,102392,8
2223,60599616782,109421,-7021
2224,60599723243,106461,-4061
2225,60599827398,104155,-1755
2226,60599912441,85043,17357
2234,60600242887,106545,-4145
2244,60600834019,102004,396
2245,60600949560,115541,-13141
2246,60601056343,106783,-4383
2249,60601263412,119660,-17260
2267,60601773735,120166,-17766
2268,60601892229,118494,-16094
2281,60602472701,89393,13007
2285,60602844267,167030,-64630
2288,60602984960,87261,15139
2289,60603102990,118030,-15630
2290,60603189564,86574,15826
2291,60603293888,104324,-1924
2292,60603394220,100332,2068
2293,60603494807,100587,1813
2294,60603598845,104038,-1638
2295,60603758480,159635,-57235
2302,60604214131,104597,-2197
2303,60604315744,101613,787
2304,60604418078,102334,66
2305,60604536245,118167,-15767
2306,60604642966,106721,-4321
2307,60604749251,106285,-3885
2308,60604827655,78404,23996
2309,60604930083,102428,-28
2310,60605032481,102398,2
2311,60605134974,102493,-93
2312,60605235693,100719,1681
2315,60605442087,99720,2680
2316,60605548809,106722,-4322
2317,60605646871,98062,4338
2318,60605755106,108235,-5835
2319,60605895518,140412,-38012
2322,60606056474,102410,-10
2323,60606170330,113856,-11456
2324,60606261344,91014,11386
2325,60606377044,115700,-13300
2326,60606591748,214704,-112304
2327,60606688398,96650,5750
2328,60606773280,84882,17518
2329,60606873997,100717,1683
2330,60606978100,104103,-1703
2333,60607296452,113431,-11031
2334,60607387837,91385,11015
2337,60607715431,107652,-5252
2338,60607796736,81305,21095
2339,60607936741,140005,-37605
2340,60608002090,65349,37051
2341,60608104622,102532,-132
2350,60608617554,100225,2175
2351,60608724214,106660,-4260
2352,60608821288,97074,5326
2353,60608928543,107255,-4855
2354,60609026090,97547,4853
2355,60609154948,128858,-26458
2356,60609231036,76088,26312
2357,60609357277,126241,-23841
2358,60609435711,78434,23966
2359,60609538112,102401,-1
2360,60609640522,102410,-10
