time_interval_authentication (us),time_interval_association (us),time_interval_eapol_first (us),time_interval_eapol_second (us)
28426.647186279297,53606.03332519531,101702.21328735352,151526.92794799805
65143.10836791992,139486.78970336914,20868.778228759766,151307.5828552246
31836.03286743164,29952.526092529297,107660.29357910156,152633.1901550293
24545.19271850586,33056.73599243164,113084.31625366211,139186.38229370117
21486.282348632812,51043.033599853516,114419.46029663086,155873.29864501953
22990.703582763672,41172.50442504883,101611.61422729492,175931.45370483398
20377.635955810547,58796.40579223633,132780.0750732422,194294.45266723633
6086549.758911133,32014.846801757812,104503.63159179688,150389.6713256836
26276.111602783203,39658.546447753906,104236.60278320312,150794.98291015625
25408.267974853516,24447.44110107422,128717.42248535156,168712.13912963867
24793.148040771484,44093.13201904297,103533.26797485352,143208.50372314453
26857.852935791016,49569.60678100586,104391.57485961914,151965.61813354492
55778.02658081055,58596.134185791016,104308.1283569336,149462.22305297852
30310.15396118164,43637.752532958984,107989.31121826172,145337.58163452148
12295.246124267578,33102.03552246094,106382.36999511719,152301.78833007812
37565.23132324219,36053.65753173828,117292.40417480469,157382.48825073242
41863.91830444336,58312.416076660156,106773.37646484375,154678.8215637207
38149.356842041016,52037.23907470703,104498.86322021484,145919.3229675293
32131.671905517578,51429.27169799805,109703.54080200195,151293.27774047852
21510.12420654297,35715.10314941406,121738.91067504883,144519.80590820312
23174.285888671875,94499.58801269531,57852.26821899414,152091.97998046875
34213.06610107422,46346.187591552734,104269.98138427734,147092.34237670898
44775.00915527344,41763.7825012207,109908.5807800293,145916.93878173828
25100.7080078125,31845.569610595703,103371.14334106445,158839.22576904297
40228.36685180664,34294.12841796875,113203.52554321289,145871.63925170898
31235.218048095703,47876.834869384766,107827.18658447266,149395.46585083008
22046.566009521484,38232.80334472656,105941.2956237793,156283.37860107422
30660.629272460938,33094.88296508789,119175.91094970703,149247.6463317871
21986.961364746094,30581.951141357422,111029.14810180664,155479.90798950195
46172.142028808594,49729.347229003906,97355.84259033203,148203.37295532227
30915.73715209961,48177.242279052734,107519.62661743164,198283.19549560547
23779.869079589844,42002.201080322266,111265.18249511719,155203.34243774414
22382.736206054688,51696.3005065918,108561.51580810547,159730.9112548828
33206.939697265625,42464.7331237793,109474.65896606445,154213.90533447266
21326.541900634766,34050.941467285156,106499.19509887695,149428.8444519043
23007.39288330078,40144.920349121094,160629.7492980957,147392.74978637695
34453.8688659668,43866.634368896484,108430.38558959961,148015.02227783203
27823.448181152344,34375.19073486328,104002.9525756836,153734.68399047852
23598.670959472656,46911.23962402344,83212.85247802734,130524.6353149414
27375.221252441406,35469.53201293945,108153.8200378418,150866.50848388672
20904.541015625,28584.003448486328,121278.76281738281,171358.58535766602
27306.079864501953,24018.287658691406,106279.85000610352,193936.82479858398
20563.602447509766,33130.645751953125,110838.41323852539,144073.9631652832
32143.592834472656,50201.416015625,103974.3423461914,149240.49377441406
21810.531616210938,52530.765533447266,150475.50201416016,144214.63012695312
30159.950256347656,32761.096954345703,136754.51278686523,197038.6505126953
26497.840881347656,51569.93865966797,101644.99282836914,152571.2013244629
30612.945556640625,54919.71969604492,106704.2350769043,145802.49786376953
141017.43698120117,34687.51907348633,106706.61926269531,153143.40591430664
41213.035583496094,43632.98416137695,107443.33267211914,148677.82592773438
41084.28955078125,50168.03741455078,109310.15014648438,145721.435546875
29218.196868896484,59266.090393066406,102627.27737426758,170567.03567504883
32720.565795898438,52630.90133666992,97258.09097290039,159702.30102539062
23748.87466430664,28567.31414794922,105471.61102294922,147807.59811401367
26149.749755859375,46133.995056152344,115289.68811035156,140359.40170288086
37968.15872192383,57570.9342956543,107405.18569946289,149931.9076538086
27954.578399658203,47020.912170410156,109522.34268188477,141348.83880615234
994305.6106567383,52428.245544433594,156123.63815307617,185117.7215576172
46684.74197387695,47245.025634765625,95369.81582641602,159542.56057739258
38785.93444824219,39570.33157348633,111618.0419921875,153365.1351928711
21700.85906982422,34754.276275634766,111472.60665893555,154299.73602294922
32641.887664794922,40733.81423950195,108587.74185180664,143277.64511108398
33853.05404663086,38089.752197265625,114638.8053894043,1154818.5348510742
21743.7744140625,31869.41146850586,105285.64453125,148391.7236328125
31762.123107910156,32062.530517578125,119869.70901489258,147552.490234375
21390.914916992188,46105.384826660156,113966.46499633789,142717.3614501953
22912.025451660156,58166.9807434082,86593.6279296875,142824.64981079102
22423.267364501953,31218.528747558594,109567.64221191406,120143.89038085938
20053.386688232422,48243.99948120117,384049.4155883789,215470.7908630371
21855.831146240234,53002.83432006836,109162.3306274414,144395.8282470703
48189.16320800781,54659.84344482422,66270.82824707031,130386.3525390625
23691.654205322266,47726.63116455078,146403.31268310547,145399.5704650879
27217.864990234375,38893.22280883789,132536.8881225586,233120.91827392578
33752.9182434082,53570.27053833008,151729.58374023438,161976.81427001953
31108.856201171875,49343.109130859375,114357.47146606445,163390.6364440918
31046.86737060547,41460.99090576172,105049.61013793945,141885.28060913086
22771.358489990234,30877.59017944336,105848.31237792969,147268.77212524414
22928.714752197266,61669.349670410156,108666.41998291016,144486.4273071289
77023.50616455078,53195.953369140625,120041.3703918457,207943.91632080078
28915.4052734375,45802.59323120117,104229.45022583008,151875.01907348633
24743.080139160156,45261.383056640625,107944.01168823242,140097.14126586914
28994.083404541016,37415.0276184082,123112.20169067383,161800.38452148438
34492.01583862305,35996.437072753906,103230.47637939453,152635.5743408203
22299.28970336914,32002.925872802734,124404.4303894043,204536.91482543945
19769.668579101562,43859.48181152344,105764.86587524414,139999.3896484375
44796.46682739258,46925.54473876953,110719.20394897461,146176.81503295898
16376.972198486328,51848.8883972168,110986.23275756836,149192.81005859375
21438.5986328125,51691.532135009766,108530.52139282227,158128.7384033203
34651.756286621094,53138.73291015625,110368.72863769531,153813.36212158203
36308.76541137695,56374.07302856445,96888.54217529297,157105.9226989746
23696.422576904297,42769.9089050293,111601.35269165039,162565.7081604004
39727.68783569336,37155.1513671875,109834.67102050781,146610.73684692383
24640.560150146484,53837.29934692383,106709.00344848633,139493.9422607422
21009.445190429688,27997.493743896484,98254.68063354492,161187.64877319336
25823.116302490234,42269.229888916016,114643.57376098633,149338.2453918457
36232.47146606445,117273.33068847656,100386.14273071289,150911.80801391602
24213.790893554688,34139.156341552734,106041.43142700195,155777.9312133789
22640.228271484375,105724.33471679688,77435.97030639648,181653.49960327148
37167.07229614258,44445.99151611328,105490.68450927734,157868.8621520996
29902.45819091797,37555.694580078125,107450.48522949219,163302.42156982422
36134.71984863281,47855.377197265625,103142.26150512695,93970.29876708984
29718.875885009766,43036.93771362305,104951.85852050781,169196.12884521484
111842.15545654297,52440.16647338867,205266.47567749023,144462.58544921875
24433.135986328125,35591.12548828125,111646.65222167969,156853.19900512695
26326.17950439453,46005.2490234375,106456.27975463867,168941.02096557617
29869.07958984375,31604.766845703125,109272.00317382812,154268.74160766602
24483.203887939453,52022.93395996094,107619.7624206543,163824.55825805664
27513.504028320312,48158.16879272461,108225.34561157227,149700.64163208008
80602.16903686523,26645.660400390625,108656.8832397461,143063.06838989258
24776.458740234375,60255.52749633789,93274.11651611328,145618.91555786133
26035.308837890625,40593.14727783203,102717.87643432617,133368.96896362305
23036.00311279297,45065.879821777344,102531.90994262695,147678.85208129883
39167.40417480469,35505.29479980469,100693.7026977539,143072.60513305664
33676.6242980957,55210.59036254883,112044.8112487793,155532.3600769043
26471.614837646484,37515.16342163086,104711.05575561523,146520.13778686523
27959.346771240234,64897.53723144531,105783.93936157227,148699.28359985352
32002.925872802734,60389.041900634766,116643.90563964844,151314.73541259766
29644.96612548828,34854.41207885742,118031.50177001953,155715.9423828125
23465.15655517578,33442.97409057617,103514.19448852539,150084.4955444336
29830.9326171875,29051.30386352539,106394.29092407227,144693.85147094727
25961.39907836914,48234.46273803711,106439.59045410156,150799.75128173828
44076.44271850586,45688.15231323242,112047.19543457031,148580.07431030273
32312.870025634766,72040.55786132812,109302.99758911133,142767.42935180664
23417.47283935547,52099.22790527344,99225.04425048828,166425.7049560547
28996.46759033203,54831.504821777344,104947.09014892578,154535.77041625977
19161.701202392578,30417.442321777344,96902.84729003906,139768.12362670898
28331.279754638672,31087.398529052734,103583.33587646484,156879.42504882812
23603.439331054688,29759.40704345703,103247.16567993164,153086.18545532227
30596.256256103516,35707.950592041016,109326.83944702148,158793.92623901367
29463.768005371094,30674.93438720703,107653.14102172852,150175.0946044922
28176.307678222656,34546.852111816406,114936.82861328125,190515.51818847656
25749.20654296875,34985.54229736328,106825.8285522461,157146.45385742188
18985.271453857422,35648.345947265625,112342.83447265625,716516.9715881348
34081.93588256836,42645.931243896484,103576.1833190918,137603.2829284668
37376.88064575195,72674.75128173828,103957.6530456543,172080.99365234375
22628.307342529297,43931.007385253906,109224.31945800781,166742.80166625977
30040.740966796875,117883.68225097656,85883.14056396484,1222898.9601135254
11093.616485595703,37300.58670043945,118789.6728515625,157208.44268798828
24592.876434326172,32050.609588623047,107870.10192871094,152659.41619873047
25031.566619873047,43067.93212890625,103278.16009521484,144870.28121948242
35672.18780517578,49822.330474853516,114786.62490844727,142173.76708984375
27985.572814941406,49514.7705078125,101888.17977905273,153548.7174987793
29234.886169433594,55148.60153198242,103516.5786743164,147447.5860595703
21398.067474365234,33566.951751708984,111224.65133666992,157196.5217590332
21100.04425048828,43849.945068359375,105042.4575805664,197620.39184570312
20639.896392822266,34248.82888793945,99728.10745239258,136120.31936645508
31702.518463134766,46007.633209228516,107197.76153564453,154190.0634765625
20074.844360351562,42283.53500366211,102052.68859863281,148751.73568725586
22897.720336914062,49724.578857421875,93185.9016418457,150969.0284729004
35295.48645019531,46896.934509277344,152842.99850463867,142123.69918823242
24108.88671875,37167.07229614258,110213.7565612793,230283.7371826172
30086.040496826172,47214.03121948242,115523.3383178711,178935.52780151367
21817.684173583984,31380.653381347656,105650.42495727539,159027.5764465332
32052.993774414062,31352.04315185547,105922.22213745117,173573.49395751953
29571.056365966797,35443.30596923828,105009.07897949219,161159.03854370117
31943.321228027344,37312.50762939453,108878.61251831055,161402.22549438477
31921.863555908203,33805.37033081055,225758.55255126953,259110.9275817871
23591.51840209961,43528.079986572266,108928.68041992188,154557.2280883789
29137.134552001953,43234.825134277344,103979.11071777344,151627.0637512207
21049.976348876953,33562.18338012695,113103.38973999023,161058.90274047852
23128.986358642578,44124.12643432617,107760.42938232422,139186.38229370117
19559.860229492188,50685.40573120117,114293.09844970703,171608.92486572266
30593.8720703125,58741.56951904297,83041.19110107422,153458.1184387207
29265.880584716797,36554.33654785156,147919.6548461914,150165.55786132812
14283.65707397461,42302.608489990234,107285.97640991211,153481.96029663086
21371.841430664062,52659.51156616211,115132.33184814453,176138.87786865234
26412.010192871094,48205.85250854492,106494.42672729492,162029.26635742188
21991.729736328125,29761.791229248047,108342.17071533203,148293.97201538086
30238.628387451172,29914.379119873047,108027.45819091797,142052.17361450195
24485.58807373047,47857.76138305664,106818.67599487305,153713.22631835938
32641.887664794922,49962.99743652344,112774.37210083008,165219.30694580078
19996.166229248047,44493.675231933594,108995.43762207031,185277.46200561523
25746.822357177734,26717.185974121094,109021.66366577148,148501.39617919922
29473.304748535156,59390.06805419922,101041.79382324219,144581.79473876953
25393.962860107422,32846.927642822266,105946.06399536133,142569.54193115234
26528.83529663086,58190.82260131836,104262.8288269043,189080.23834228516
30279.159545898438,56922.43576049805,103828.90701293945,169758.79669189453
30095.577239990234,33681.392669677734,114715.0993347168,144829.75006103516
49626.827239990234,48031.80694580078,114164.35241699219,177154.541015625
24485.58807373047,73900.22277832031,111699.10430908203,1282944.679260254
25138.85498046875,33237.93411254883,119338.0355834961,1309747.6959228516
26226.043701171875,53479.671478271484,92799.66354370117,148513.3171081543
25768.280029296875,41003.22723388672,115799.9038696289,158808.23135375977
19881.725311279297,52311.42044067383,114877.22396850586,149657.7262878418
28815.269470214844,32551.288604736328,113816.2612915039,152988.43383789062
28190.61279296875,36897.65930175781,106251.23977661133,149612.4267578125
21479.129791259766,30708.31298828125,107963.08517456055,152611.73248291016
28986.93084716797,43044.090270996094,103595.25680541992,135881.90078735352
27735.233306884766,34062.862396240234,104875.56457519531,158209.80072021484
37081.241607666016,51684.37957763672,106425.28533935547,156552.79159545898
27225.017547607422,32026.76773071289,107717.51403808594,151062.01171875
31142.234802246094,70183.27713012695,107381.34384155273,145034.7900390625
28843.87969970703,35259.72366333008,110487.9379272461,149095.0584411621
6106259.822845459,42591.094970703125,113608.83712768555,150918.96057128906
30457.97348022461,49459.93423461914,103209.01870727539,154938.6978149414
14483.928680419922,42819.976806640625,108196.73538208008,152456.76040649414
29356.47964477539,35064.2204284668,109715.46173095703,143072.60513305664
27732.84912109375,33011.436462402344,109167.09899902344,143241.88232421875
31461.715698242188,76875.68664550781,106408.59603881836,134510.99395751953
25923.25210571289,50880.90896606445,74481.96411132812,139164.92462158203
20642.28057861328,32427.310943603516,98776.81732177734,135581.49337768555
21505.355834960938,36327.83889770508,142011.6424560547,132830.14297485352
35016.536712646484,39308.07113647461,103282.92846679688,138075.3517150879
22659.3017578125,54616.92810058594,109169.48318481445,152540.2069091797
32250.88119506836,31449.79476928711,106964.111328125,145411.49139404297
5796616.077423096,53210.25848388672,116150.3791809082,151512.62283325195
28021.33560180664,41429.996490478516,105934.14306640625,136611.4616394043
29215.81268310547,63195.228576660156,121829.50973510742,153157.71102905273
61898.231506347656,66633.22448730469,104248.5237121582,137009.6206665039
84352.49328613281,53246.02127075195,136780.7388305664,167224.40719604492
30455.589294433594,62265.39611816406,116300.58288574219,178620.8152770996
21474.361419677734,67906.37969970703,90746.87957763672,141997.3373413086
25589.466094970703,53477.28729248047,106251.23977661133,150136.94763183594
46451.09176635742,45726.29928588867,108675.95672607422,147209.16748046875
22263.526916503906,43511.390686035156,100409.98458862305,149896.14486694336
24118.423461914062,40271.28219604492,107667.44613647461,150544.6434020996
22947.78823852539,28796.19598388672,136716.36581420898,148961.54403686523
26867.389678955078,30672.550201416016,103621.4828491211,135533.80966186523
30686.85531616211,32992.36297607422,162360.66818237305,153419.97146606445
18396.377563476562,87459.08737182617,105934.14306640625,144178.8673400879
34136.77215576172,38030.147552490234,110170.84121704102,154109.00115966797
35295.48645019531,61609.745025634766,124301.91040039062,156040.19165039062
29094.219207763672,46925.54473876953,108058.45260620117,159275.53176879883
24564.266204833984,43950.08087158203,106291.7709350586,148525.23803710938
27897.357940673828,44689.178466796875,99029.541015625,144529.3426513672
23033.618927001953,33097.267150878906,112562.17956542969,150456.42852783203
26221.275329589844,89051.72348022461,106019.97375488281,143625.73623657227
32522.67837524414,72188.3773803711,106432.43789672852,188803.67279052734
42.91534423828125,56681.63299560547,91681.48040771484,158967.9718017578
21803.37905883789,34911.6325378418,120396.61407470703,151877.40325927734
21440.982818603516,49374.10354614258,94263.55361938477,152277.94647216797
39820.67108154297,38635.7307434082,112881.66046142578,141661.1671447754
20453.929901123047,53632.259368896484,102066.9937133789,149543.28536987305
30906.200408935547,58414.93606567383,110759.73510742188,145835.87646484375
19786.357879638672,39591.78924560547,107731.81915283203,160436.63024902344
60577.392578125,40214.06173706055,114593.505859375,176029.20532226562
20315.64712524414,30443.668365478516,106317.99697875977,150837.89825439453
36854.74395751953,48241.615295410156,107574.462890625,1176464.557647705
25253.2958984375,29578.208923339844,109834.67102050781,155971.05026245117
26214.122772216797,63040.25650024414,108220.57723999023,146098.13690185547
15814.30435180664,41880.60760498047,102579.59365844727,155112.74337768555
60508.25119018555,51455.49774169922,107038.02108764648,142431.25915527344
33023.35739135742,52611.8278503418,122718.81103515625,152285.09902954102
28762.8173828125,23381.710052490234,100760.45989990234,144865.5128479004
35109.519958496094,52599.90692138672,144810.67657470703,152914.52407836914
27863.97933959961,74782.3715209961,99997.52044677734,141012.66860961914
31454.56314086914,35312.17575073242,112240.31448364258,1232786.1785888672
22830.963134765625,50408.84017944336,107340.81268310547,157272.8157043457
23009.777069091797,39567.94738769531,114254.95147705078,154659.74807739258
25854.110717773438,47402.381896972656,132761.00158691406,148999.69100952148
25513.172149658203,36473.27423095703,108537.67395019531,145151.61514282227
32866.00112915039,47752.85720825195,113041.40090942383,145049.0951538086
20947.45635986328,52330.49392700195,113246.44088745117,161993.50357055664
23767.948150634766,34613.609313964844,105330.9440612793,195097.9232788086
21817.684173583984,29456.615447998047,97160.33935546875,139212.60833740234
21634.10186767578,56233.40606689453,103855.13305664062,158910.75134277344
37667.75131225586,44195.65200805664,111091.13693237305,178582.66830444336
24371.14715576172,31025.409698486328,117180.34744262695,156917.57202148438
25057.79266357422,52120.68557739258,108010.76889038086,165770.0538635254
15099.048614501953,40230.751037597656,119261.7416381836,150587.5587463379
24647.71270751953,33531.18896484375,108544.82650756836,141441.82205200195
23128.986358642578,48639.774322509766,106289.38674926758,148177.1469116211
31743.04962158203,61829.0901184082,132548.80905151367,157248.97384643555
27043.819427490234,42574.405670166016,103404.52194213867,150856.97174072266
21519.66094970703,27589.797973632812,101833.34350585938,168132.78198242188
14505.386352539062,43261.051177978516,109353.06549072266,149707.79418945312
45471.19140625,60701.37023925781,113127.23159790039,129013.0615234375
32532.215118408203,57485.103607177734,110259.0560913086,149693.48907470703
25458.335876464844,38795.47119140625,108258.72421264648,147404.67071533203
25298.595428466797,60262.68005371094,95701.21765136719,154070.85418701172
31354.427337646484,33018.58901977539,117359.16137695312,160179.13818359375
21724.700927734375,45955.18112182617,98168.84994506836,143370.6283569336
22907.257080078125,41365.623474121094,109636.78359985352,139477.25296020508
26080.608367919922,34878.25393676758,115234.8518371582,148587.22686767578
26571.75064086914,58412.55187988281,93739.03274536133,144679.54635620117
19946.09832763672,39870.7389831543,105986.5951538086,139141.08276367188
26390.552520751953,49834.251403808594,104157.92465209961,146453.3805847168
32212.73422241211,50084.590911865234,103228.09219360352,284101.9630432129
25761.127471923828,33087.730407714844,108973.97994995117,142018.79501342773
27606.487274169922,33707.618713378906,109002.59017944336,170986.65237426758
23210.04867553711,34313.201904296875,102856.15921020508,143735.40878295898
49223.899841308594,54328.44161987305,144228.93524169922,204806.32781982422
14436.24496459961,47268.86749267578,111842.15545654297,143883.22830200195
30004.97817993164,29902.45819091797,116443.63403320312,156404.97207641602
22380.352020263672,48055.64880371094,111699.10430908203,155849.45678710938
20756.72149658203,44882.29751586914,110263.82446289062,147459.5069885254
30755.996704101562,56002.140045166016,799489.0213012695,139107.70416259766
23603.439331054688,32925.60577392578,105004.31060791016,143001.07955932617
30884.742736816406,32117.366790771484,109934.80682373047,148222.4464416504
