time_interval_authentication (us),time_interval_association (us),time_interval_eapol_first (us),time_interval_eapol_second (us)
116455.5549621582,139727.59246826172,180654.52575683594,181643.96286010742
22439.956665039062,70712.56637573242,58231.353759765625,147528.64837646484
34723.28186035156,63583.8508605957,97706.31790161133,141217.70858764648
26671.886444091797,75149.5361328125,84092.61703491211,141921.0433959961
22153.854370117188,60985.08834838867,105540.75241088867,152575.96969604492
29873.84796142578,37627.220153808594,113453.86505126953,145192.14630126953
28042.79327392578,35002.23159790039,119450.09231567383,146143.43643188477
14221.668243408203,27239.322662353516,145432.9490661621,155284.40475463867
28901.100158691406,53277.015686035156,122990.60821533203,136532.78350830078
31132.69805908203,47893.524169921875,102353.09600830078,172529.2205810547
31547.54638671875,21591.1865234375,152442.45529174805,278413.2957458496
96969.6044921875,41439.53323364258,118551.25427246094,156149.86419677734
23179.054260253906,45981.407165527344,132133.96072387695,163645.74432373047
30136.1083984375,92525.48217773438,49510.00213623047,158150.19607543945
35917.75894165039,58202.74353027344,119051.93328857422,166728.49655151367
28803.348541259766,39308.07113647461,109295.84503173828,1214294.43359375
19505672.454833984,33204.55551147461,109965.80123901367,157220.36361694336
35588.741302490234,52981.37664794922,100038.05160522461,135867.59567260742
22892.95196533203,39772.987365722656,114073.7533569336,153739.45236206055
20513.534545898438,67672.7294921875,109953.8803100586,165104.86602783203
35808.08639526367,59022.90344238281,160737.0376586914,153295.99380493164
43447.017669677734,60808.658599853516,106649.39880371094,143423.08044433594
8659.36279296875,37515.16342163086,115640.16342163086,142288.2080078125
34174.91912841797,81772.8042602539,90062.61825561523,158231.25839233398
35934.4482421875,37927.62756347656,106079.5783996582,149834.15603637695
32060.14633178711,64408.77914428711,115480.42297363281,170781.61239624023
