10973 28858 44770 15411 8614 29931 49238 15630 8712 12804 15514 2439 0 0 0 0 20167 21270 21638 21858 31189 42441 46192 48442 49676 58761 61789 63606 17077 17899 18173 18338 11715 29157 53701 17198 11002 28794 53358 17056 8258 13156 16791 2990 0 0 0 0 19749 21917 21961 21988 30874 50208 51405 52123 65680 69092 74774 78183 19162 21282 21472 21586
20321 36319 49963 16558 12571 31189 50268 17077 18013 14885 17993 3492 1 0 0 0 22006 41413 47882 51764 49943 54519 56044 56959 64818 66832 67503 67906 18079 20272 21003 21441 15713 31309 53058 17310 12981 28889 49972 17578 15113 16006 16810 3011 1 0 0 0 21472 25240 39796 48529 45254 53098 55334 56675 65680 69403 74929 78245 19162 21289 21511 21645
24527 41152 52359 18177 22006 39222 50268 17726 18565 12545 13668 1882 0 0 0 1 33688 46086 50219 52698 49943 54519 56044 56959 64818 66832 67503 67906 18079 20272 21003 21441 15553 31047 50128 17210 10592 30560 49457 17401 16761 14872 17349 2907 1 0 0 0 21546 35754 45053 50632 39068 50705 54137 56197 61180 69403 74929 78245 18355 21289 21511 21645
28733 40901 53838 23399 33688 39222 61047 20928 24702 10136 13575 8705 0 0 0 1 54352 55093 55340 55488 43134 51795 54682 56415 61435 65479 66827 67635 21734 32898 36620 38853 19093 33928 50050 19650 10592 34898 49972 17902 20654 13681 15111 7450 0 0 0 1 30767 54475 55031 55364 42156 50705 54137 56197 61338 65153 66664 67570 20308 23594 31968 36992
22655 36809 53454 26392 21200 38607 61047 20928 21456 7573 14415 9154 0 0 0 0 36454 47933 51760 54056 43134 44847 45418 45761 61435 66703 68459 69513 34210 37889 39115 39851 23995 38238 51664 21639 21603 38914 55657 18417 19641 10844 16403 8376 0 0 0 1 35762 54475 55031 55364 45276 50705 54137 56197 63972 68379 69297 69848 21532 34823 37582 39238
14596 29515 50321 25714 12178 30341 46312 20928 13199 10573 14165 7326 0 0 0 0 21200 30352 33403 35233 32117 40440 43215 44880 61047 66548 68382 69482 34210 34726 34898 35002 22920 34653 51001 24272 16885 35362 49532 20266 20050 12357 13663 8298 0 0 0 0 35762 54475 55031 55364 42156 47147 52358 55485 61338 68379 69297 69848 31091 35598 37970 39393
16177 28020 42549 26232 18467 30341 44836 26693 7890 7663 6766 7736 0 -1 -1 0 21200 24024 24966 25531 32117 33833 34405 34749 46312 47153 47433 47601 34210 34726 34898 35002 20665 33302 48397 24518 19833 33547 47013 20266 17038 8987 12467 8512 0 0 0 0 31743 38367 46977 52143 39068 43419 44704 45475 57984 62313 66264 68635 32330 35598 37970 39393
20018 34438 51455 19086 18467 34978 46312 17354 5541 12739 16081 4043 0 0 1 1 25908 26390 26551 26647 45785 47571 48167 48524 47714 68625 75595 79777 19605 23857 25275 26125 21648 34974 52400 24473 19833 33547 47013 20266 15325 10542 15385 8550 0 0 0 0 26511 38367 46977 52143 45122 46267 47515 48263 61338 71451 77008 80343 32330 35598 37970 39393
