3420 899534131587 102400 0
3421 899534234137 102550 -150
3422 899534336387 102250 150
3423 899534438787 102400 0
3424 899534541187 102400 0
3425 899534643587 102400 0
3428 899534848387 102400 0
3431 899535155587 102400 0
3432 899535257999 102412 -12
3433 899535360387 102388 12
3434 899535462787 102400 0
3437 899535769987 102400 0
3438 899535872445 102458 -58
3441 899536179587 102400 0
3442 899536281987 102400 0
3443 899536384387 102400 0
3444 899536486787 102400 0
3445 899536589187 102400 0
3446 899536691587 102400 0
3447 899536794004 102417 -17
