seq_num, beacon_timestamp, beacon_interval (us), timestamp_deviation (us)
3673,119159091587,102388,12
3674,119159193987,102400,0
3675,119159296387,102400,0
3676,119159398787,102400,0
3677,119159501187,102400,0
3678,119159603587,102400,0
3679,119159705987,102400,0
3680,119159808387,102400,0
3681,119159910787,102400,0
3682,119160013187,102400,0
3683,119160115587,102400,0
3684,119160217987,102400,0
3685,119160320387,102400,0
3686,119160422893,102506,-106
3687,119160525187,102294,106
3688,119160627587,102400,0
3689,119160729987,102400,0
3690,119160832387,102400,0
3691,119160934787,102400,0
3692,119161037187,102400,0
3693,119161139587,102400,0
3694,119161241987,102400,0
3695,119161344387,102400,0
3696,119161446787,102400,0
3697,119161549187,102400,0
3698,119161651587,102400,0
3699,119161754024,102437,-37
3700,119161856387,102363,37
3701,119161958787,102400,0
3702,119162061187,102400,0
3703,119162163587,102400,0
3704,119162265987,102400,0
3705,119162368387,102400,0
3706,119162470787,102400,0
3707,119162573187,102400,0
3708,119162675587,102400,0
3709,119162777987,102400,0
3710,119162880387,102400,0
3713,119163187587,102400,0
3714,119163289987,102400,0
3715,119163392387,102400,0
3716,119163494787,102400,0
3717,119163597187,102400,0
3718,119163699587,102400,0
3719,119163801987,102400,0
3720,119163904387,102400,0
3721,119164006820,102433,-33
3722,119164109187,102367,33
3723,119164211587,102400,0
3724,119164313987,102400,0
3725,119164416387,102400,0
3726,119164518787,102400,0
3727,119164621187,102400,0
3728,119164723587,102400,0
3729,119164825987,102400,0
3730,119164928387,102400,0
3737,119165235587,102400,0
3738,119165337987,102400,0
3739,119165440387,102400,0
3740,119165542787,102400,0
3741,119165645187,102400,0
3742,119165747587,102400,0
3743,119165849987,102400,0
3744,119165952387,102400,0
3745,119166054787,102400,0
3746,119166157187,102400,0
3747,119166259587,102400,0
3748,119166361987,102400,0
3749,119166464387,102400,0
3750,119166566787,102400,0
3751,119166669187,102400,0
3752,119166771587,102400,0
3753,119166873987,102400,0
3754,119166976387,102400,0
3755,119167078787,102400,0
3756,119167181187,102400,0
3757,119167283587,102400,0
3758,119167385987,102400,0
3759,119167488387,102400,0
3760,119167590787,102400,0
3761,119167693187,102400,0
3762,119167795587,102400,0
3763,119167897987,102400,0
3764,119168000387,102400,0
3765,119168102787,102400,0
3766,119168205187,102400,0
3767,119168307587,102400,0
3768,119168409987,102400,0
3769,119168512387,102400,0
3776,119168819587,102400,0
3777,119168921987,102400,0
3778,119169024387,102400,0
3779,119169126787,102400,0
3782,119169433987,102400,0
3783,119169536411,102424,-24
3784,119169638787,102376,24
3785,119169741187,102400,0
3786,119169843587,102400,0
3787,119169945987,102400,0
3788,119170048387,102400,0
3789,119170150787,102400,0
3790,119170253187,102400,0
3791,119170355587,102400,0
3792,119170457987,102400,0
3793,119170560446,102459,-59
3794,119170662787,102341,59
3795,119170765187,102400,0
3796,119170867587,102400,0
3797,119170969987,102400,0
3798,119171072485,102498,-98
3799,119171174787,102302,98
3800,119171277187,102400,0
3801,119171379703,102516,-116
3804,119171584443,102456,-56
3805,119171686787,102344,56
3806,119171789187,102400,0
3807,119171891587,102400,0
3808,119171993987,102400,0
3809,119172096387,102400,0
3810,119172198787,102400,0
3811,119172301187,102400,0
3812,119172403587,102400,0
3813,119172505987,102400,0
3814,119172608387,102400,0
3815,119172710787,102400,0
3816,119172813187,102400,0
3817,119172915587,102400,0
3818,119173017987,102400,0
3819,119173120387,102400,0
3820,119173222787,102400,0
3821,119173325187,102400,0
3822,119173427587,102400,0
3823,119173529987,102400,0
3824,119173632387,102400,0
3825,119173734787,102400,0
3826,119173837187,102400,0
3827,119173939587,102400,0
3828,119174041987,102400,0
3829,119174144387,102400,0
3830,119174246787,102400,0
3831,119174349187,102400,0
3832,119174451587,102400,0
3833,119174553987,102400,0
3834,119174656402,102415,-15
3835,119174758787,102385,15
3836,119174861314,102527,-127
3837,119174963587,102273,127
3838,119175065987,102400,0
3839,119175168387,102400,0
3840,119175270787,102400,0
3841,119175373187,102400,0
3842,119175475587,102400,0
3843,119175577987,102400,0
3844,119175680387,102400,0
3845,119175782787,102400,0
3846,119175885187,102400,0
3847,119175987587,102400,0
3848,119176089987,102400,0
3849,119176192387,102400,0
3850,119176294787,102400,0
3851,119176397187,102400,0
3852,119176499587,102400,0
3853,119176601987,102400,0
3854,119176704387,102400,0
3855,119176806787,102400,0
3856,119176909187,102400,0
3857,119177011587,102400,0
3858,119177113987,102400,0
3859,119177216387,102400,0
3860,119177318787,102400,0
3861,119177421187,102400,0
3862,119177523587,102400,0
3863,119177625987,102400,0
3864,119177728387,102400,0
3865,119177830787,102400,0
3866,119177933187,102400,0
3867,119178035587,102400,0
3868,119178137987,102400,0
3869,119178240387,102400,0
3870,119178342787,102400,0
3871,119178445187,102400,0
3872,119178547587,102400,0
3873,119178649987,102400,0
3874,119178752387,102400,0
3877,119178957187,102400,0
3878,119179059587,102400,0
3879,119179161987,102400,0
3885,119179469187,101699,701
3886,119179571587,102400,0
3887,119179673987,102400,0
3888,119179776387,102400,0
3891,119179981187,102400,0
3892,119180083587,102400,0
3893,119180185987,102400,0
3894,119180288387,102400,0
3895,119180390787,102400,0
3896,119180493187,102400,0
3897,119180595587,102400,0
3898,119180697987,102400,0
3899,119180800387,102400,0
3902,119181005187,102400,0
3903,119181107587,102400,0
3911,119181517187,102400,0
3912,119181619587,102400,0
3913,119181721987,102400,0
3914,119181824387,102400,0
3915,119181926787,102400,0
3916,119182029187,102400,0
3917,119182131587,102400,0
3918,119182234013,102426,-26
3919,119182336387,102374,26
3920,119182438787,102400,0
3923,119182745987,102400,0
3924,119182848387,102400,0
3925,119182950787,102400,0
3926,119183053187,102400,0
3927,119183155587,102400,0
3928,119183257987,102400,0
3929,119183360387,102400,0
3930,119183462787,102400,0
3931,119183565187,102400,0
3932,119183667587,102400,0
3935,119183974787,102400,0
3936,119184077320,102533,-133
3937,119184179587,102267,133
3938,119184281987,102400,0
3939,119184384387,102400,0
3940,119184486787,102400,0
3941,119184589187,102400,0
3942,119184691587,102400,0
3943,119184793987,102400,0
3944,119184896387,102400,0
3945,119184998787,102400,0
3946,119185101187,102400,0
3947,119185203587,102400,0
3948,119185305987,102400,0
3949,119185408387,102400,0
3950,119185512791,104404,-2004
3951,119185613187,100396,2004
3952,119185715587,102400,0
3953,119185817987,102400,0
