# mean, standard deviation, skew, min, max
102449 2048 0 92958 111839
102398 1003 0 96102 108698
102456 1221 3 98251 111404
102424 1405 3 96843 113015
102362 1511 0 95749 107556
102382 1317 0 93740 111060
102400 2942 0 83553 121688
102400 554 0 98492 106308
102407 2280 0 90767 114555
102400 778 0 97244 107538
102369 1854 0 92001 112799
102400 850 4 98900 109308
102442 1545 0 94411 107907
102399 696 0 99132 105668
102400 710 1 98308 107257
102437 937 0 97768 106806
102421 1241 0 97132 109502
102399 676 0 97631 107169
102400 1212 1 96056 110621
102400 181 0 101468 103382
102397 386 -3 99282 103963
102405 446 0 100121 104823
102394 149 -2 101569 103062
102385 161 -5 101058 102951
102401 138 0 101784 103071
102408 111 5 101948 103373
102434 1753 1 93585 112355
102404 330 0 100610 104190
102413 625 1 99101 105699
102353 559 -5 97715 103776
102451 989 1 96591 108209
102350 1078 0 95641 109159
102405 290 0 100598 104202
102350 1615 0 94129 110671
102392 172 0 101358 103271
102439 989 0 97995 106742
102393 1170 0 98394 106406
102405 1445 0 95892 107910
102430 2132 0 95718 109306
102316 1093 0 98731 106017
102396 1289 0 98200 106488
102333 1422 0 97574 108063
102314 1541 0 95102 109711
102462 1099 1 98553 107923
102381 1337 0 96299 108442
102370 1592 0 95649 109151
102450 1575 0 99283 105517
102425 1028 0 99562 105223
102389 588 0 99997 104335
102411 713 0 100350 105315
102383 595 0 100042 104693
102429 445 0 100361 104723
102413 472 0 100271 104482
102400 247 0 101685 103145
102415 496 1 99875 105373
102480 838 7 100288 109970
102370 566 0 100173 104607
102403 299 2 101352 104302
102404 581 0 99955 104845
102378 530 0 98821 105979
102325 1504 0 95923 107328
102381 540 0 99576 105224
102420 686 0 99824 105173
102352 1229 0 97630 107174
102413 725 0 98364 106180
102477 946 1 98451 106814
102413 1712 0 91220 113549
102410 878 0 98274 106526
102313 937 -1 98313 106289
102462 941 2 98643 108699
102467 823 4 99787 108650
102394 189 0 101495 103305
102426 1088 0 98000 106800
102413 1102 0 97091 107709
102336 1065 0 97682 107118
102383 405 0 100404 104670
