# mean, standard deviation, skew, min, max
102151 2492 0 91987 111587
102438 1367 0 98701 105868
102428 3228 0 85060 119864
102445 853 2 99793 107947
102443 1685 0 96735 108687
102399 1451 0 96813 107142
102311 1620 0 93067 111733
102507 1319 2 96851 111045
102446 1321 0 97245 107229
102474 1362 1 97878 108300
102467 1427 0 97223 107895
102515 2085 0 92572 112228
102396 2067 0 96921 108367
102448 1691 0 97132 107438
102314 1511 0 97225 107575
102419 1911 0 97168 108281
102341 2123 0 94088 110712
