2371 120514150787 102400 0
2372 120514254190 103403 -1003
2373 120514355587 101397 1003
2374 120514457987 102400 0
2375 120514560387 102400 0
2376 120514662787 102400 0
2377 120514765187 102400 0
2378 120514867587 102400 0
2379 120514969987 102400 0
2380 120515072387 102400 0
2381 120515174787 102400 0
2382 120515277236 102449 -49
2383 120515379587 102351 49
2384 120515481987 102400 0
2385 120515584387 102400 0
2386 120515686943 102556 -156
2387 120515789187 102244 156
2388 120515891587 102400 0
2389 120515993987 102400 0
2390 120516096387 102400 0
2391 120516198787 102400 0
2392 120516301187 102400 0
2393 120516404665 103478 -1078
2394 120516505987 101322 1078
2395 120516609182 103195 -795
2396 120516710787 101605 795
2397 120516813187 102400 0
2398 120516917316 104129 -1729
2399 120517017987 100671 1729
2400 120517120387 102400 0
2401 120517222787 102400 0
2402 120517325187 102400 0
2403 120517427587 102400 0
2406 120517632387 102400 0
2407 120517734787 102400 0
2408 120517837187 102400 0
2409 120517939746 102559 -159
2410 120518041987 102241 159
2411 120518144387 102400 0
2412 120518246787 102400 0
2415 120518553987 102400 0
2416 120518656387 102400 0
2417 120518758787 102400 0
2418 120518862722 103935 -1535
2419 120518963587 100865 1535
2420 120519065987 102400 0
2421 120519168387 102400 0
2422 120519270787 102400 0
2423 120519373187 102400 0
2424 120519475587 102400 0
2425 120519577987 102400 0
2426 120519680387 102400 0
2427 120519782791 102404 -4
2428 120519885187 102396 4
2429 120519987587 102400 0
2430 120520090771 103184 -784
2431 120520192387 101616 784
2432 120520294787 102400 0
2433 120520397187 102400 0
2434 120520499740 102553 -153
2435 120520601987 102247 153
2436 120520706615 104628 -2228
2437 120520811023 104408 -2008
2438 120520909187 98164 4236
2439 120521013027 103840 -1440
2440 120521113987 100960 1440
2441 120521216387 102400 0
2442 120521318787 102400 0
2443 120521421187 102400 0
2444 120521523587 102400 0
2445 120521625987 102400 0
2446 120521728387 102400 0
2447 120521830803 102416 -16
2448 120521933187 102384 16
2449 120522035587 102400 0
2450 120522137987 102400 0
2451 120522242834 104847 -2447
2452 120522342787 99953 2447
2453 120522445393 102606 -206
2454 120522549332 103939 -1539
2455 120522650023 100691 1709
2456 120522752393 102370 30
2457 120522854818 102425 -25
2458 120522957187 102369 31
