850 139836417071 103084 -684
851 139836518787 101716 684
852 139836621187 102400 0
853 139836723587 102400 0
854 139836825987 102400 0
855 139836928387 102400 0
858 139837133187 102400 0
859 139837235587 102400 0
860 139837337987 102400 0
861 139837440428 102441 -41
862 139837542787 102359 41
863 139837645187 102400 0
864 139837747587 102400 0
865 139837849987 102400 0
866 139837952387 102400 0
867 139838057046 104659 -2259
868 139838157187 100141 2259
869 139838259587 102400 0
870 139838361987 102400 0
871 139838464387 102400 0
872 139838566787 102400 0
873 139838669187 102400 0
874 139838771587 102400 0
875 139838873987 102400 0
878 139839181187 102400 0
879 139839283587 102400 0
880 139839385987 102400 0
881 139839488387 102400 0
882 139839590797 102410 -10
883 139839693187 102390 10
884 139839795587 102400 0
885 139839897987 102400 0
886 139840000387 102400 0
887 139840102787 102400 0
888 139840205761 102974 -574
889 139840307587 101826 574
890 139840409987 102400 0
891 139840512387 102400 0
892 139840614787 102400 0
893 139840717187 102400 0
894 139840819587 102400 0
895 139840921987 102400 0
896 139841024387 102400 0
897 139841126787 102400 0
898 139841229187 102400 0
899 139841331587 102400 0
900 139841433987 102400 0
901 139841536387 102400 0
902 139841638787 102400 0
903 139841741187 102400 0
904 139841843587 102400 0
905 139841945987 102400 0
906 139842048387 102400 0
907 139842150787 102400 0
908 139842253187 102400 0
909 139842355587 102400 0
910 139842457987 102400 0
911 139842560387 102400 0
912 139842662787 102400 0
913 139842765187 102400 0
914 139842867587 102400 0
915 139842970112 102525 -125
916 139843072387 102275 125
917 139843174787 102400 0
918 139843277280 102493 -93
919 139843379587 102307 93
922 139843584387 102400 0
923 139843686787 102400 0
926 139843993987 102400 0
927 139844096948 102961 -561
928 139844200024 103076 -676
931 139844505987 102400 0
932 139844608578 102591 -191
933 139844710787 102209 191
936 139845017987 102400 0
937 139845120387 102400 0
938 139845222787 102400 0
941 139845529987 102400 0
942 139845632387 102400 0
943 139845734787 102400 0
946 139846041987 102400 0
947 139846144387 102400 0
948 139846246787 102400 0
951 139846553987 102400 0
952 139846656387 102400 0
953 139846758787 102400 0
954 139846861187 102400 0
955 139846963587 102400 0
956 139847065987 102400 0
957 139847168387 102400 0
958 139847270787 102400 0
959 139847373187 102400 0
960 139847475587 102400 0
961 139847577987 102400 0
962 139847680387 102400 0
963 139847782787 102400 0
964 139847885187 102400 0
965 139847989394 104207 -1807
966 139848089987 100593 1807
967 139848192387 102400 0
968 139848294787 102400 0
971 139848601987 102400 0
972 139848704387 102400 0
973 139848806787 102400 0
976 139849113987 102400 0
977 139849216387 102400 0
978 139849318787 102400 0
979 139849421187 102400 0
980 139849523587 102400 0
981 139849626021 102434 -34
982 139849728387 102366 34
983 139849830787 102400 0
984 139849933187 102400 0
985 139850035587 102400 0
986 139850137987 102400 0
987 139850240387 102400 0
988 139850342787 102400 0
989 139850445187 102400 0
990 139850547587 102400 0
991 139850649987 102400 0
992 139850752387 102400 0
993 139850854787 102400 0
994 139850957187 102400 0
995 139851059587 102400 0
996 139851161987 102400 0
997 139851264387 102400 0
998 139851366788 102401 -1
999 139851469227 102439 -39
1000 139851571587 102360 40
1001 139851673987 102400 0
1002 139851776566 102579 -179
1003 139851878787 102221 179
1004 139851981187 102400 0
1005 139852083587 102400 0
1006 139852185987 102400 0
1007 139852288387 102400 0
1008 139852390787 102400 0
1009 139852493187 102400 0
1010 139852595587 102400 0
1011 139852697987 102400 0
1012 139852800387 102400 0
1013 139852902787 102400 0
1014 139853005187 102400 0
1015 139853107587 102400 0
1016 139853209987 102400 0
1017 139853312387 102400 0
1018 139853414787 102400 0
1019 139853517187 102400 0
1020 139853619587 102400 0
1021 139853721987 102400 0
1022 139853824387 102400 0
1023 139853926787 102400 0
1024 139854029187 102400 0
1027 139854336387 102400 0
1032 139854848398 102411 -11
1033 139854950787 102389 11
1034 139855053187 102400 0
1035 139855155587 102400 0
1036 139855258023 102436 -36
1037 139855360387 102364 36
1042 139855872387 102400 0
1043 139855975773 103386 -986
1044 139856077187 101414 986
1045 139856179587 102400 0
1046 139856281987 102400 0
1047 139856384387 102400 0
1048 139856486787 102400 0
1049 139856589187 102400 0
1050 139856691587 102400 0
1051 139856793987 102400 0
1052 139856896387 102400 0
